ID	Label	PrefLabel	Entity Type	TYPE	Property Assertions	Synonyms	Cluster_ID	Function	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata	Exemplar_of	Comment	Aliases	Rank
ID	LABEL	A skos:prefLabel	TI %	TYPE	I 'subcluster of' SPLIT=|	A oboInOwl:hasExactSynonym SPLIT=|	A 'cluster id'	TI capable_of some %	A n2o:cell_set_preferred_alias	A n2o:original_label	A n2o:cell_set_label	A n2o:cell_set_aligned_alias	A n2o:cell_set_additional_aliases SPLIT=|	A n2o:cell_set_alias_assignee SPLIT=|	A n2o:cell_set_alias_citation SPLIT=|	A n2o:node_metadata	TI 'exemplar data of' some %	A rdfs:comment	A oboInOwl:hasRelatedSynonym SPLIT=|	A 'cell_type_rank' SPLIT=|
PCL_INDV:CS202212150_5427	WMB 01083-01087 - CS202212150_5427	LH Pou4f1 Sox1 Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6178		CS202212150_5427		LH Pou4f1 Sox1 Glut_2		WMB 01083-01087			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115427			
PCL_INDV:CS202212150_5428	WMB 01088-01090 - CS202212150_5428	LH Pou4f1 Sox1 Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6178		CS202212150_5428		LH Pou4f1 Sox1 Glut_3		WMB 01088-01090			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115428			
PCL_INDV:CS202212150_5429	WMB 01091-01094 - CS202212150_5429	LH Pou4f1 Sox1 Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6178		CS202212150_5429		LH Pou4f1 Sox1 Glut_4		WMB 01091-01094			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115429			
PCL_INDV:CS202212150_5430	WMB 01095-01096 - CS202212150_5430	AD Serpinb7 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6355		CS202212150_5430		AD Serpinb7 Glut		WMB 01095-01096			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115430			
PCL_INDV:CS202212150_5431	WMB 01097-01098 - CS202212150_5431	AV Col27a1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6355		CS202212150_5431		AV Col27a1 Glut		WMB 01097-01098			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115431			
PCL_INDV:CS202212150_5432	WMB 01099-01101 - CS202212150_5432	PVT-PT Ntrk1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6179		CS202212150_5432		PVT-PT Ntrk1 Glut_1		WMB 01099-01101			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115432			
PCL_INDV:CS202212150_5433	WMB 01102-01105 - CS202212150_5433	PVT-PT Ntrk1 Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6179		CS202212150_5433		PVT-PT Ntrk1 Glut_2		WMB 01102-01105			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115433			
PCL_INDV:CS202212150_5434	WMB 01106-01108 - CS202212150_5434	PVT-PT Ntrk1 Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6179		CS202212150_5434		PVT-PT Ntrk1 Glut_3		WMB 01106-01108			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115434			
PCL_INDV:CS202212150_5435	WMB 01109-01111 - CS202212150_5435	PVT-PT Ntrk1 Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6179		CS202212150_5435		PVT-PT Ntrk1 Glut_4		WMB 01109-01111			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115435			
PCL_INDV:CS202212150_5436	WMB 01112-01113 - CS202212150_5436	PVT-PT Ntrk1 Glut_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6179		CS202212150_5436		PVT-PT Ntrk1 Glut_5		WMB 01112-01113			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115436			
PCL_INDV:CS202212150_5437	WMB 01115-01118 - CS202212150_5437	CM-IAD-CL-PCN Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6180		CS202212150_5437		CM-IAD-CL-PCN Glut_1		WMB 01115-01118			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115437			
PCL_INDV:CS202212150_5438	WMB 01119-01121 - CS202212150_5438	CM-IAD-CL-PCN Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6180		CS202212150_5438		CM-IAD-CL-PCN Glut_2		WMB 01119-01121			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115438			
PCL_INDV:CS202212150_5439	WMB 01122-01124 - CS202212150_5439	CM-IAD-CL-PCN Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6180		CS202212150_5439		CM-IAD-CL-PCN Glut_3		WMB 01122-01124			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115439			
PCL_INDV:CS202212150_5440	WMB 01125-01127 - CS202212150_5440	CM-IAD-CL-PCN Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6180		CS202212150_5440		CM-IAD-CL-PCN Glut_4		WMB 01125-01127			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115440			
PCL_INDV:CS202212150_5441	WMB 01128-01129 - CS202212150_5441	CM-IAD-CL-PCN Glut_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6180		CS202212150_5441		CM-IAD-CL-PCN Glut_5		WMB 01128-01129			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115441			
PCL_INDV:CS202212150_5442	WMB 01130-01131 - CS202212150_5442	TH Prkcd Grin2c Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6181		CS202212150_5442		TH Prkcd Grin2c Glut_1		WMB 01130-01131			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115442			
PCL_INDV:CS202212150_5443	WMB 01132-01133 - CS202212150_5443	TH Prkcd Grin2c Glut_10	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6181		CS202212150_5443		TH Prkcd Grin2c Glut_10		WMB 01132-01133			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115443			
PCL_INDV:CS202212150_5444	WMB 01134-01135 - CS202212150_5444	TH Prkcd Grin2c Glut_11	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6181		CS202212150_5444		TH Prkcd Grin2c Glut_11		WMB 01134-01135			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115444			
PCL_INDV:CS202212150_5445	WMB 01136-01137 - CS202212150_5445	TH Prkcd Grin2c Glut_12	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6181		CS202212150_5445		TH Prkcd Grin2c Glut_12		WMB 01136-01137			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115445			
PCL_INDV:CS202212150_5446	WMB 01138-01142 - CS202212150_5446	TH Prkcd Grin2c Glut_13	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6181		CS202212150_5446		TH Prkcd Grin2c Glut_13		WMB 01138-01142			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115446			
PCL_INDV:CS202212150_5447	WMB 01143-01144 - CS202212150_5447	TH Prkcd Grin2c Glut_14	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6181		CS202212150_5447		TH Prkcd Grin2c Glut_14		WMB 01143-01144			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115447			
PCL_INDV:CS202212150_5448	WMB 01146-01147 - CS202212150_5448	TH Prkcd Grin2c Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6181		CS202212150_5448		TH Prkcd Grin2c Glut_3		WMB 01146-01147			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115448			
PCL_INDV:CS202212150_5449	WMB 01148-01149 - CS202212150_5449	TH Prkcd Grin2c Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6181		CS202212150_5449		TH Prkcd Grin2c Glut_4		WMB 01148-01149			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115449			
PCL_INDV:CS202212150_5450	WMB 01150-01153 - CS202212150_5450	TH Prkcd Grin2c Glut_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6181		CS202212150_5450		TH Prkcd Grin2c Glut_5		WMB 01150-01153			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115450			
PCL_INDV:CS202212150_5451	WMB 01154-01159 - CS202212150_5451	TH Prkcd Grin2c Glut_6	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6181		CS202212150_5451		TH Prkcd Grin2c Glut_6		WMB 01154-01159			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115451			
PCL_INDV:CS202212150_5452	WMB 01160-01162 - CS202212150_5452	TH Prkcd Grin2c Glut_7	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6181		CS202212150_5452		TH Prkcd Grin2c Glut_7		WMB 01160-01162			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115452			
PCL_INDV:CS202212150_5453	WMB 01163-01168 - CS202212150_5453	TH Prkcd Grin2c Glut_8	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6181		CS202212150_5453		TH Prkcd Grin2c Glut_8		WMB 01163-01168			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115453			
PCL_INDV:CS202212150_5454	WMB 01169-01171 - CS202212150_5454	TH Prkcd Grin2c Glut_9	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6181		CS202212150_5454		TH Prkcd Grin2c Glut_9		WMB 01169-01171			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115454			
PCL_INDV:CS202212150_5455	WMB 01172-01175 - CS202212150_5455	RE-Xi Nox4 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6182		CS202212150_5455		RE-Xi Nox4 Glut_1		WMB 01172-01175			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115455			
PCL_INDV:CS202212150_5456	WMB 01176-01179 - CS202212150_5456	RE-Xi Nox4 Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6182		CS202212150_5456		RE-Xi Nox4 Glut_2		WMB 01176-01179			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115456			
PCL_INDV:CS202212150_5457	WMB 01180-01184 - CS202212150_5457	RE-Xi Nox4 Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6182		CS202212150_5457		RE-Xi Nox4 Glut_3		WMB 01180-01184			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115457			
PCL_INDV:CS202212150_5458	WMB 01186-01188 - CS202212150_5458	MG-POL-SGN Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6183		CS202212150_5458		MG-POL-SGN Glut_1		WMB 01186-01188			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115458			
PCL_INDV:CS202212150_5459	WMB 01189-01191 - CS202212150_5459	MG-POL-SGN Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6183		CS202212150_5459		MG-POL-SGN Glut_2		WMB 01189-01191			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115459			
PCL_INDV:CS202212150_5460	WMB 01192-01201 - CS202212150_5460	PF Fzd5 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6184		CS202212150_5460		PF Fzd5 Glut_1		WMB 01192-01201			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115460			
PCL_INDV:CS202212150_5461	WMB 01202-01207 - CS202212150_5461	PF Fzd5 Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6184		CS202212150_5461		PF Fzd5 Glut_2		WMB 01202-01207			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115461			
PCL_INDV:CS202212150_5462	WMB 01208-01213 - CS202212150_5462	MM-ant Foxb1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6356		CS202212150_5462		MM-ant Foxb1 Glut		WMB 01208-01213			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115462			
PCL_INDV:CS202212150_5463	WMB 01214-01216 - CS202212150_5463	MM Foxb1 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6185		CS202212150_5463		MM Foxb1 Glut_1		WMB 01214-01216			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115463			
PCL_INDV:CS202212150_5464	WMB 01217-01220 - CS202212150_5464	MM Foxb1 Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6185		CS202212150_5464		MM Foxb1 Glut_2		WMB 01217-01220			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115464			
PCL_INDV:CS202212150_5465	WMB 01221-01223 - CS202212150_5465	PVa-ARH Six3 Dopa-Gaba_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6186		CS202212150_5465		PVa-ARH Six3 Dopa-Gaba_1		WMB 01221-01223			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115465			
PCL_INDV:CS202212150_5466	WMB 01225-01229 - CS202212150_5466	PMv-TMv Tbx3 Hist-Gaba_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6187		CS202212150_5466		PMv-TMv Tbx3 Hist-Gaba_1		WMB 01225-01229			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115466			
PCL_INDV:CS202212150_5467	WMB 01230-01231 - CS202212150_5467	PMv-TMv Tbx3 Hist-Gaba_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6187		CS202212150_5467		PMv-TMv Tbx3 Hist-Gaba_2		WMB 01230-01231			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115467			
PCL_INDV:CS202212150_5468	WMB 01232-01233 - CS202212150_5468	MOB Eomes Ms4a15 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6188		CS202212150_5468		MOB Eomes Ms4a15 Glut_1		WMB 01232-01233			Zizhen Yao						
PCL_INDV:CS202212150_5469	WMB 01234-01237 - CS202212150_5469	MOB Eomes Ms4a15 Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6188		CS202212150_5469		MOB Eomes Ms4a15 Glut_2		WMB 01234-01237			Zizhen Yao						
PCL_INDV:CS202212150_5470	WMB 01238-01239 - CS202212150_5470	MOB Eomes Ms4a15 Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6188		CS202212150_5470		MOB Eomes Ms4a15 Glut_3		WMB 01238-01239			Zizhen Yao						
PCL_INDV:CS202212150_5471	WMB 01241-01242 - CS202212150_5471	MOB Eomes Ms4a15 Glut_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6188		CS202212150_5471		MOB Eomes Ms4a15 Glut_5		WMB 01241-01242			Zizhen Yao						
PCL_INDV:CS202212150_5472	WMB 01244-01246 - CS202212150_5472	TRS Sln Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6189		CS202212150_5472		TRS Sln Glut_1		WMB 01244-01246			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115472			
PCL_INDV:CS202212150_5473	WMB 01247-01248 - CS202212150_5473	TRS Sln Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6189		CS202212150_5473		TRS Sln Glut_2		WMB 01247-01248			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115473			
PCL_INDV:CS202212150_5474	WMB 01249-01251 - CS202212150_5474	GPi Skor1 Gaba-Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6359		CS202212150_5474		GPi Skor1 Gaba-Glut		WMB 01249-01251			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115474			
PCL_INDV:CS202212150_5475	WMB 01252-01257 - CS202212150_5475	RT ZI Gnb3 Gaba_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6190		CS202212150_5475		RT ZI Gnb3 Gaba_1		WMB 01252-01257			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115475			
PCL_INDV:CS202212150_5476	WMB 01258-01262 - CS202212150_5476	RT ZI Gnb3 Gaba_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6190		CS202212150_5476		RT ZI Gnb3 Gaba_2		WMB 01258-01262			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115476			
PCL_INDV:CS202212150_5477	WMB 01263-01266 - CS202212150_5477	RT ZI Gnb3 Gaba_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6190		CS202212150_5477		RT ZI Gnb3 Gaba_3		WMB 01263-01266			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115477			
PCL_INDV:CS202212150_5478	WMB 01267-01271 - CS202212150_5478	RT ZI Gnb3 Gaba_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6190		CS202212150_5478		RT ZI Gnb3 Gaba_4		WMB 01267-01271			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115478			
PCL_INDV:CS202212150_5479	WMB 01272-01276 - CS202212150_5479	RT ZI Gnb3 Gaba_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6190		CS202212150_5479		RT ZI Gnb3 Gaba_5		WMB 01272-01276			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115479			
PCL_INDV:CS202212150_5480	WMB 01277-01282 - CS202212150_5480	SCH Gaba_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6191		CS202212150_5480		SCH Gaba_1		WMB 01277-01282			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115480			
PCL_INDV:CS202212150_5481	WMB 01283-01286 - CS202212150_5481	SCH Gaba_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6191		CS202212150_5481		SCH Gaba_2		WMB 01283-01286			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115481			
PCL_INDV:CS202212150_5482	WMB 01287-01290 - CS202212150_5482	SCH Gaba_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6191		CS202212150_5482		SCH Gaba_3		WMB 01287-01290			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115482			
PCL_INDV:CS202212150_5483	WMB 01291-01295 - CS202212150_5483	MEA-BST Sox6 Gaba_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6192		CS202212150_5483		MEA-BST Sox6 Gaba_1		WMB 01291-01295			Zizhen Yao						
PCL_INDV:CS202212150_5484	WMB 01296-01297 - CS202212150_5484	MEA-BST Sox6 Gaba_10	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6192		CS202212150_5484		MEA-BST Sox6 Gaba_10		WMB 01296-01297			Zizhen Yao						
PCL_INDV:CS202212150_5485	WMB 01298-01300 - CS202212150_5485	MEA-BST Sox6 Gaba_11	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6192		CS202212150_5485		MEA-BST Sox6 Gaba_11		WMB 01298-01300			Zizhen Yao						
PCL_INDV:CS202212150_5486	WMB 01301-01306 - CS202212150_5486	MEA-BST Sox6 Gaba_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6192		CS202212150_5486		MEA-BST Sox6 Gaba_2		WMB 01301-01306			Zizhen Yao						
PCL_INDV:CS202212150_5487	WMB 01307-01313 - CS202212150_5487	MEA-BST Sox6 Gaba_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6192		CS202212150_5487		MEA-BST Sox6 Gaba_3		WMB 01307-01313			Zizhen Yao						
PCL_INDV:CS202212150_5488	WMB 01314-01320 - CS202212150_5488	MEA-BST Sox6 Gaba_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6192		CS202212150_5488		MEA-BST Sox6 Gaba_4		WMB 01314-01320			Zizhen Yao						
PCL_INDV:CS202212150_5489	WMB 01321-01327 - CS202212150_5489	MEA-BST Sox6 Gaba_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6192		CS202212150_5489		MEA-BST Sox6 Gaba_5		WMB 01321-01327			Zizhen Yao						
PCL_INDV:CS202212150_5490	WMB 01328-01334 - CS202212150_5490	MEA-BST Sox6 Gaba_6	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6192		CS202212150_5490		MEA-BST Sox6 Gaba_6		WMB 01328-01334			Zizhen Yao						
PCL_INDV:CS202212150_5491	WMB 01335-01340 - CS202212150_5491	MEA-BST Sox6 Gaba_7	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6192		CS202212150_5491		MEA-BST Sox6 Gaba_7		WMB 01335-01340			Zizhen Yao						
PCL_INDV:CS202212150_5492	WMB 01341-01343 - CS202212150_5492	MEA-BST Sox6 Gaba_8	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6192		CS202212150_5492		MEA-BST Sox6 Gaba_8		WMB 01341-01343			Zizhen Yao						
PCL_INDV:CS202212150_5493	WMB 01344-01346 - CS202212150_5493	MEA-BST Sox6 Gaba_9	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6192		CS202212150_5493		MEA-BST Sox6 Gaba_9		WMB 01344-01346			Zizhen Yao						
PCL_INDV:CS202212150_5494	WMB 01347-01352 - CS202212150_5494	MEA-BST Lhx6 Sp9 Gaba_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6193		CS202212150_5494		MEA-BST Lhx6 Sp9 Gaba_1		WMB 01347-01352			Zizhen Yao						
PCL_INDV:CS202212150_5495	WMB 01353-01356 - CS202212150_5495	MEA-BST Lhx6 Sp9 Gaba_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6193		CS202212150_5495		MEA-BST Lhx6 Sp9 Gaba_2		WMB 01353-01356			Zizhen Yao						
PCL_INDV:CS202212150_5496	WMB 01357-01361 - CS202212150_5496	MEA-BST Lhx6 Sp9 Gaba_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6193		CS202212150_5496		MEA-BST Lhx6 Sp9 Gaba_3		WMB 01357-01361			Zizhen Yao						
PCL_INDV:CS202212150_5497	WMB 01362-01365 - CS202212150_5497	MEA-BST Lhx6 Sp9 Gaba_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6193		CS202212150_5497		MEA-BST Lhx6 Sp9 Gaba_4		WMB 01362-01365			Zizhen Yao						
PCL_INDV:CS202212150_5498	WMB 01366-01369 - CS202212150_5498	MEA-BST Lhx6 Sp9 Gaba_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6193		CS202212150_5498		MEA-BST Lhx6 Sp9 Gaba_5		WMB 01366-01369			Zizhen Yao						
PCL_INDV:CS202212150_5499	WMB 01370-01371 - CS202212150_5499	MEA-BST Lhx6 Sp9 Gaba_6	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6193		CS202212150_5499		MEA-BST Lhx6 Sp9 Gaba_6		WMB 01370-01371			Zizhen Yao						
PCL_INDV:CS202212150_5500	WMB 01372-01375 - CS202212150_5500	MEA-BST Lhx6 Nr2e1 Gaba_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6194		CS202212150_5500		MEA-BST Lhx6 Nr2e1 Gaba_1		WMB 01372-01375			Zizhen Yao						
PCL_INDV:CS202212150_5501	WMB 01376-01382 - CS202212150_5501	MEA-BST Lhx6 Nr2e1 Gaba_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6194		CS202212150_5501		MEA-BST Lhx6 Nr2e1 Gaba_2		WMB 01376-01382			Zizhen Yao						
PCL_INDV:CS202212150_5502	WMB 01384-01391 - CS202212150_5502	MEA-BST Lhx6 Nfib Gaba_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6195		CS202212150_5502		MEA-BST Lhx6 Nfib Gaba_1		WMB 01384-01391			Zizhen Yao						
PCL_INDV:CS202212150_5503	WMB 01392-01398 - CS202212150_5503	MEA-BST Lhx6 Nfib Gaba_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6195		CS202212150_5503		MEA-BST Lhx6 Nfib Gaba_2		WMB 01392-01398			Zizhen Yao						
PCL_INDV:CS202212150_5504	WMB 01399-01403 - CS202212150_5504	MEA-BST Lhx6 Nfib Gaba_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6195		CS202212150_5504		MEA-BST Lhx6 Nfib Gaba_3		WMB 01399-01403			Zizhen Yao						
PCL_INDV:CS202212150_5505	WMB 01404-01406 - CS202212150_5505	MEA-BST Lhx6 Nfib Gaba_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6195		CS202212150_5505		MEA-BST Lhx6 Nfib Gaba_4		WMB 01404-01406			Zizhen Yao						
PCL_INDV:CS202212150_5506	WMB 01407-01413 - CS202212150_5506	MEA-BST Lhx6 Nfib Gaba_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6195		CS202212150_5506		MEA-BST Lhx6 Nfib Gaba_5		WMB 01407-01413			Zizhen Yao						
PCL_INDV:CS202212150_5507	WMB 01414-01417 - CS202212150_5507	MEA-BST Lhx6 Nfib Gaba_6	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6195		CS202212150_5507		MEA-BST Lhx6 Nfib Gaba_6		WMB 01414-01417			Zizhen Yao						
PCL_INDV:CS202212150_5508	WMB 01418-01421 - CS202212150_5508	DMH Prdm13 Gaba_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6196		CS202212150_5508		DMH Prdm13 Gaba_1		WMB 01418-01421			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115508			
PCL_INDV:CS202212150_5509	WMB 01422-01423 - CS202212150_5509	DMH Prdm13 Gaba_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6196		CS202212150_5509		DMH Prdm13 Gaba_2		WMB 01422-01423			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115509			
PCL_INDV:CS202212150_5510	WMB 01425-01429 - CS202212150_5510	DMH Nkx2-4 Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6197		CS202212150_5510		DMH Nkx2-4 Glut_2		WMB 01425-01429			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0115510			
PCL_INDV:CS202212150_5511	WMB 01430-01431 - CS202212150_5511	MEA-BST Gal Avp Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6360		CS202212150_5511		MEA-BST Gal Avp Gaba		WMB 01430-01431			Zizhen Yao						
PCL_INDV:CS202212150_5512	WMB 01432-01437 - CS202212150_5512	SI-MA-NDB Ebf1 Bnc2 Gaba_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6198		CS202212150_5512		SI-MA-NDB Ebf1 Bnc2 Gaba_1		WMB 01432-01437			Zizhen Yao						
PCL_INDV:CS202212150_5513	WMB 01438-01441 - CS202212150_5513	SI-MA-NDB Ebf1 Bnc2 Gaba_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6198		CS202212150_5513		SI-MA-NDB Ebf1 Bnc2 Gaba_2		WMB 01438-01441			Zizhen Yao						
