ID	Label	PrefLabel	Entity Type	TYPE	Property Assertions	Synonyms	Cluster_ID	Function	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata	Exemplar_of	Comment	Aliases	Rank
ID	LABEL	A skos:prefLabel	TI %	TYPE	I 'subcluster of' SPLIT=|	A oboInOwl:hasExactSynonym SPLIT=|	A 'cluster id'	TI capable_of some %	A n2o:cell_set_preferred_alias	A n2o:original_label	A n2o:cell_set_label	A n2o:cell_set_aligned_alias	A n2o:cell_set_additional_aliases SPLIT=|	A n2o:cell_set_alias_assignee SPLIT=|	A n2o:cell_set_alias_citation SPLIT=|	A n2o:node_metadata	TI 'exemplar data of' some %	A rdfs:comment	A oboInOwl:hasRelatedSynonym SPLIT=|	A 'cell_type_rank' SPLIT=|
PCL_INDV:CS202212150_1514	WMB 01514 - CS202212150_1514	1514 CEA-AAA-BST Ebf1 Gaba_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5528		CS202212150_1514		1514 CEA-AAA-BST Ebf1 Gaba_3		WMB 01514			Zizhen Yao						
PCL_INDV:CS202212150_1515	WMB 01515 - CS202212150_1515	1515 CEA-AAA-BST Ebf1 Gaba_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5528		CS202212150_1515		1515 CEA-AAA-BST Ebf1 Gaba_3		WMB 01515			Zizhen Yao						
PCL_INDV:CS202212150_1516	WMB 01516 - CS202212150_1516	1516 CEA-AAA-BST Ebf1 Gaba_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5529		CS202212150_1516		1516 CEA-AAA-BST Ebf1 Gaba_4		WMB 01516			Zizhen Yao						
PCL_INDV:CS202212150_1517	WMB 01517 - CS202212150_1517	1517 CEA-AAA-BST Ebf1 Gaba_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5529		CS202212150_1517		1517 CEA-AAA-BST Ebf1 Gaba_4		WMB 01517			Zizhen Yao						
PCL_INDV:CS202212150_1518	WMB 01518 - CS202212150_1518	1518 CEA-AAA-BST Ebf1 Gaba_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5529		CS202212150_1518		1518 CEA-AAA-BST Ebf1 Gaba_4		WMB 01518			Zizhen Yao						
PCL_INDV:CS202212150_1519	WMB 01519 - CS202212150_1519	1519 CEA-AAA-BST Ebf1 Gaba_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5529		CS202212150_1519		1519 CEA-AAA-BST Ebf1 Gaba_4		WMB 01519			Zizhen Yao						
PCL_INDV:CS202212150_1520	WMB 01520 - CS202212150_1520	1520 CEA-AAA-BST Ebf1 Gaba_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5530		CS202212150_1520		1520 CEA-AAA-BST Ebf1 Gaba_5		WMB 01520			Zizhen Yao						
PCL_INDV:CS202212150_1521	WMB 01521 - CS202212150_1521	1521 CEA-AAA-BST Ebf1 Gaba_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5530		CS202212150_1521		1521 CEA-AAA-BST Ebf1 Gaba_5		WMB 01521			Zizhen Yao						
PCL_INDV:CS202212150_1522	WMB 01522 - CS202212150_1522	1522 CEA-AAA-BST Ebf1 Gaba_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5530		CS202212150_1522		1522 CEA-AAA-BST Ebf1 Gaba_5		WMB 01522			Zizhen Yao						
PCL_INDV:CS202212150_1523	WMB 01523 - CS202212150_1523	1523 CEA-AAA-BST Ebf1 Gaba_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5530		CS202212150_1523		1523 CEA-AAA-BST Ebf1 Gaba_5		WMB 01523			Zizhen Yao						
PCL_INDV:CS202212150_1524	WMB 01524 - CS202212150_1524	1524 CEA-AAA-BST Ebf1 Gaba_6	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6202		CS202212150_1524		1524 CEA-AAA-BST Ebf1 Gaba_6		WMB 01524			Zizhen Yao						
PCL_INDV:CS202212150_1525	WMB 01525 - CS202212150_1525	1525 CEA-AAA-BST Ebf1 Gaba_7	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6202		CS202212150_1525		1525 CEA-AAA-BST Ebf1 Gaba_7		WMB 01525			Zizhen Yao						
PCL_INDV:CS202212150_1526	WMB 01526 - CS202212150_1526	1526 CEA-BST Crh Gaba_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5531		CS202212150_1526		1526 CEA-BST Crh Gaba_1		WMB 01526			Zizhen Yao						
PCL_INDV:CS202212150_1527	WMB 01527 - CS202212150_1527	1527 CEA-BST Crh Gaba_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5531		CS202212150_1527		1527 CEA-BST Crh Gaba_1		WMB 01527			Zizhen Yao						
PCL_INDV:CS202212150_1528	WMB 01528 - CS202212150_1528	1528 CEA-BST Crh Gaba_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5531		CS202212150_1528		1528 CEA-BST Crh Gaba_1		WMB 01528			Zizhen Yao						
PCL_INDV:CS202212150_1529	WMB 01529 - CS202212150_1529	1529 CEA-BST Crh Gaba_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6203		CS202212150_1529		1529 CEA-BST Crh Gaba_2		WMB 01529			Zizhen Yao						
PCL_INDV:CS202212150_1530	WMB 01530 - CS202212150_1530	1530 SI-MA-NDB Six3 Meis2 Gaba_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5532		CS202212150_1530		1530 SI-MA-NDB Six3 Meis2 Gaba_1		WMB 01530			Zizhen Yao						
PCL_INDV:CS202212150_1531	WMB 01531 - CS202212150_1531	1531 SI-MA-NDB Six3 Meis2 Gaba_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5532		CS202212150_1531		1531 SI-MA-NDB Six3 Meis2 Gaba_1		WMB 01531			Zizhen Yao						
PCL_INDV:CS202212150_1532	WMB 01532 - CS202212150_1532	1532 SI-MA-NDB Six3 Meis2 Gaba_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5532		CS202212150_1532		1532 SI-MA-NDB Six3 Meis2 Gaba_1		WMB 01532			Zizhen Yao						
PCL_INDV:CS202212150_1533	WMB 01533 - CS202212150_1533	1533 SI-MA-NDB Six3 Meis2 Gaba_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5532		CS202212150_1533		1533 SI-MA-NDB Six3 Meis2 Gaba_1		WMB 01533			Zizhen Yao						
PCL_INDV:CS202212150_1534	WMB 01534 - CS202212150_1534	1534 SI-MA-NDB Six3 Meis2 Gaba_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5532		CS202212150_1534		1534 SI-MA-NDB Six3 Meis2 Gaba_1		WMB 01534			Zizhen Yao						
PCL_INDV:CS202212150_1535	WMB 01535 - CS202212150_1535	1535 SI-MA-NDB Six3 Meis2 Gaba_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5532		CS202212150_1535		1535 SI-MA-NDB Six3 Meis2 Gaba_1		WMB 01535			Zizhen Yao						
PCL_INDV:CS202212150_1536	WMB 01536 - CS202212150_1536	1536 SI-MA-NDB Six3 Meis2 Gaba_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6204		CS202212150_1536		1536 SI-MA-NDB Six3 Meis2 Gaba_2		WMB 01536			Zizhen Yao						
PCL_INDV:CS202212150_1537	WMB 01537 - CS202212150_1537	1537 PVHd Gsc Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6360		CS202212150_1537		1537 PVHd Gsc Gaba		WMB 01537			Zizhen Yao						
PCL_INDV:CS202212150_1538	WMB 01538 - CS202212150_1538	1538 MEA-COA-BMA Ccdc42 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5533		CS202212150_1538		1538 MEA-COA-BMA Ccdc42 Glut_1		WMB 01538			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111538			
PCL_INDV:CS202212150_1539	WMB 01539 - CS202212150_1539	1539 MEA-COA-BMA Ccdc42 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5533		CS202212150_1539		1539 MEA-COA-BMA Ccdc42 Glut_1		WMB 01539			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111539			
PCL_INDV:CS202212150_1540	WMB 01540 - CS202212150_1540	1540 MEA-COA-BMA Ccdc42 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5533		CS202212150_1540		1540 MEA-COA-BMA Ccdc42 Glut_1		WMB 01540			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111540			
PCL_INDV:CS202212150_1541	WMB 01541 - CS202212150_1541	1541 MEA-COA-BMA Ccdc42 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5533		CS202212150_1541		1541 MEA-COA-BMA Ccdc42 Glut_1		WMB 01541			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111541			
PCL_INDV:CS202212150_1542	WMB 01542 - CS202212150_1542	1542 MEA-COA-BMA Ccdc42 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5533		CS202212150_1542		1542 MEA-COA-BMA Ccdc42 Glut_1		WMB 01542			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111542			
PCL_INDV:CS202212150_1543	WMB 01543 - CS202212150_1543	1543 MEA-COA-BMA Ccdc42 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5533		CS202212150_1543		1543 MEA-COA-BMA Ccdc42 Glut_1		WMB 01543			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111543			
PCL_INDV:CS202212150_1544	WMB 01544 - CS202212150_1544	1544 MEA-COA-BMA Ccdc42 Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_6205		CS202212150_1544		1544 MEA-COA-BMA Ccdc42 Glut_2		WMB 01544			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111544			
PCL_INDV:CS202212150_1545	WMB 01545 - CS202212150_1545	1545 MEA-COA-BMA Ccdc42 Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5534		CS202212150_1545		1545 MEA-COA-BMA Ccdc42 Glut_3		WMB 01545			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111545			
PCL_INDV:CS202212150_1546	WMB 01546 - CS202212150_1546	1546 MEA-COA-BMA Ccdc42 Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5534		CS202212150_1546		1546 MEA-COA-BMA Ccdc42 Glut_3		WMB 01546			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111546			
PCL_INDV:CS202212150_1547	WMB 01547 - CS202212150_1547	1547 MEA-COA-BMA Ccdc42 Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5534		CS202212150_1547		1547 MEA-COA-BMA Ccdc42 Glut_3		WMB 01547			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111547			
PCL_INDV:CS202212150_1548	WMB 01548 - CS202212150_1548	1548 MEA-COA-BMA Ccdc42 Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5534		CS202212150_1548		1548 MEA-COA-BMA Ccdc42 Glut_3		WMB 01548			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111548			
PCL_INDV:CS202212150_1549	WMB 01549 - CS202212150_1549	1549 MEA-COA-BMA Ccdc42 Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5534		CS202212150_1549		1549 MEA-COA-BMA Ccdc42 Glut_3		WMB 01549			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111549			
PCL_INDV:CS202212150_1550	WMB 01550 - CS202212150_1550	1550 MEA-COA-BMA Ccdc42 Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5535		CS202212150_1550		1550 MEA-COA-BMA Ccdc42 Glut_4		WMB 01550			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111550			
PCL_INDV:CS202212150_1551	WMB 01551 - CS202212150_1551	1551 MEA-COA-BMA Ccdc42 Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5535		CS202212150_1551		1551 MEA-COA-BMA Ccdc42 Glut_4		WMB 01551			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111551			
PCL_INDV:CS202212150_1552	WMB 01552 - CS202212150_1552	1552 MEA-COA-BMA Ccdc42 Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5535		CS202212150_1552		1552 MEA-COA-BMA Ccdc42 Glut_4		WMB 01552			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111552			
PCL_INDV:CS202212150_1553	WMB 01553 - CS202212150_1553	1553 MEA-COA-BMA Ccdc42 Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5535		CS202212150_1553		1553 MEA-COA-BMA Ccdc42 Glut_4		WMB 01553			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111553			
PCL_INDV:CS202212150_1554	WMB 01554 - CS202212150_1554	1554 COAa-PAA-MEA Barhl2 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5536		CS202212150_1554		1554 COAa-PAA-MEA Barhl2 Glut_1		WMB 01554			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111554			
PCL_INDV:CS202212150_1555	WMB 01555 - CS202212150_1555	1555 COAa-PAA-MEA Barhl2 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5536		CS202212150_1555		1555 COAa-PAA-MEA Barhl2 Glut_1		WMB 01555			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111555			
PCL_INDV:CS202212150_1556	WMB 01556 - CS202212150_1556	1556 COAa-PAA-MEA Barhl2 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5536		CS202212150_1556		1556 COAa-PAA-MEA Barhl2 Glut_1		WMB 01556			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111556			
PCL_INDV:CS202212150_1557	WMB 01557 - CS202212150_1557	1557 COAa-PAA-MEA Barhl2 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5536		CS202212150_1557		1557 COAa-PAA-MEA Barhl2 Glut_1		WMB 01557			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111557			
PCL_INDV:CS202212150_1558	WMB 01558 - CS202212150_1558	1558 COAa-PAA-MEA Barhl2 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5536		CS202212150_1558		1558 COAa-PAA-MEA Barhl2 Glut_1		WMB 01558			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111558			
PCL_INDV:CS202212150_1559	WMB 01559 - CS202212150_1559	1559 COAa-PAA-MEA Barhl2 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5536		CS202212150_1559		1559 COAa-PAA-MEA Barhl2 Glut_1		WMB 01559			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111559			
PCL_INDV:CS202212150_1560	WMB 01560 - CS202212150_1560	1560 COAa-PAA-MEA Barhl2 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5536		CS202212150_1560		1560 COAa-PAA-MEA Barhl2 Glut_1		WMB 01560			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111560			
PCL_INDV:CS202212150_1561	WMB 01561 - CS202212150_1561	1561 COAa-PAA-MEA Barhl2 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5536		CS202212150_1561		1561 COAa-PAA-MEA Barhl2 Glut_1		WMB 01561			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111561			
PCL_INDV:CS202212150_1562	WMB 01562 - CS202212150_1562	1562 COAa-PAA-MEA Barhl2 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5536		CS202212150_1562		1562 COAa-PAA-MEA Barhl2 Glut_1		WMB 01562			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111562			
PCL_INDV:CS202212150_1563	WMB 01563 - CS202212150_1563	1563 COAa-PAA-MEA Barhl2 Glut_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5536		CS202212150_1563		1563 COAa-PAA-MEA Barhl2 Glut_1		WMB 01563			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111563			
PCL_INDV:CS202212150_1564	WMB 01564 - CS202212150_1564	1564 COAa-PAA-MEA Barhl2 Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5537		CS202212150_1564		1564 COAa-PAA-MEA Barhl2 Glut_2		WMB 01564			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111564			
PCL_INDV:CS202212150_1565	WMB 01565 - CS202212150_1565	1565 COAa-PAA-MEA Barhl2 Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5537		CS202212150_1565		1565 COAa-PAA-MEA Barhl2 Glut_2		WMB 01565			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111565			
PCL_INDV:CS202212150_1566	WMB 01566 - CS202212150_1566	1566 COAa-PAA-MEA Barhl2 Glut_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5537		CS202212150_1566		1566 COAa-PAA-MEA Barhl2 Glut_2		WMB 01566			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111566			
PCL_INDV:CS202212150_1567	WMB 01567 - CS202212150_1567	1567 COAa-PAA-MEA Barhl2 Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5538		CS202212150_1567		1567 COAa-PAA-MEA Barhl2 Glut_3		WMB 01567			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111567			
PCL_INDV:CS202212150_1568	WMB 01568 - CS202212150_1568	1568 COAa-PAA-MEA Barhl2 Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5538		CS202212150_1568		1568 COAa-PAA-MEA Barhl2 Glut_3		WMB 01568			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111568			
PCL_INDV:CS202212150_1569	WMB 01569 - CS202212150_1569	1569 COAa-PAA-MEA Barhl2 Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5538		CS202212150_1569		1569 COAa-PAA-MEA Barhl2 Glut_3		WMB 01569			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111569			
PCL_INDV:CS202212150_1570	WMB 01570 - CS202212150_1570	1570 COAa-PAA-MEA Barhl2 Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5538		CS202212150_1570		1570 COAa-PAA-MEA Barhl2 Glut_3		WMB 01570			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111570			
PCL_INDV:CS202212150_1571	WMB 01571 - CS202212150_1571	1571 COAa-PAA-MEA Barhl2 Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5538		CS202212150_1571		1571 COAa-PAA-MEA Barhl2 Glut_3		WMB 01571			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111571			
PCL_INDV:CS202212150_1572	WMB 01572 - CS202212150_1572	1572 COAa-PAA-MEA Barhl2 Glut_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5538		CS202212150_1572		1572 COAa-PAA-MEA Barhl2 Glut_3		WMB 01572			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111572			
PCL_INDV:CS202212150_1573	WMB 01573 - CS202212150_1573	1573 COAa-PAA-MEA Barhl2 Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5539		CS202212150_1573		1573 COAa-PAA-MEA Barhl2 Glut_4		WMB 01573			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111573			
PCL_INDV:CS202212150_1574	WMB 01574 - CS202212150_1574	1574 COAa-PAA-MEA Barhl2 Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5539		CS202212150_1574		1574 COAa-PAA-MEA Barhl2 Glut_4		WMB 01574			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111574			
PCL_INDV:CS202212150_1575	WMB 01575 - CS202212150_1575	1575 COAa-PAA-MEA Barhl2 Glut_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5539		CS202212150_1575		1575 COAa-PAA-MEA Barhl2 Glut_4		WMB 01575			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111575			
PCL_INDV:CS202212150_1576	WMB 01576 - CS202212150_1576	1576 COAa-PAA-MEA Barhl2 Glut_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5540		CS202212150_1576		1576 COAa-PAA-MEA Barhl2 Glut_5		WMB 01576			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111576			
PCL_INDV:CS202212150_1577	WMB 01577 - CS202212150_1577	1577 COAa-PAA-MEA Barhl2 Glut_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5540		CS202212150_1577		1577 COAa-PAA-MEA Barhl2 Glut_5		WMB 01577			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111577			
PCL_INDV:CS202212150_1578	WMB 01578 - CS202212150_1578	1578 COAa-PAA-MEA Barhl2 Glut_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5540		CS202212150_1578		1578 COAa-PAA-MEA Barhl2 Glut_5		WMB 01578			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111578			
PCL_INDV:CS202212150_1579	WMB 01579 - CS202212150_1579	1579 COAa-PAA-MEA Barhl2 Glut_6	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5541		CS202212150_1579		1579 COAa-PAA-MEA Barhl2 Glut_6		WMB 01579			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111579			
PCL_INDV:CS202212150_1580	WMB 01580 - CS202212150_1580	1580 COAa-PAA-MEA Barhl2 Glut_6	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5541		CS202212150_1580		1580 COAa-PAA-MEA Barhl2 Glut_6		WMB 01580			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111580			
PCL_INDV:CS202212150_1581	WMB 01581 - CS202212150_1581	1581 COAa-PAA-MEA Barhl2 Glut_6	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5541		CS202212150_1581		1581 COAa-PAA-MEA Barhl2 Glut_6		WMB 01581			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111581			
PCL_INDV:CS202212150_1582	WMB 01582 - CS202212150_1582	1582 COAa-PAA-MEA Barhl2 Glut_7	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5542		CS202212150_1582		1582 COAa-PAA-MEA Barhl2 Glut_7		WMB 01582			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111582			
PCL_INDV:CS202212150_1583	WMB 01583 - CS202212150_1583	1583 COAa-PAA-MEA Barhl2 Glut_7	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5542		CS202212150_1583		1583 COAa-PAA-MEA Barhl2 Glut_7		WMB 01583			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111583			
PCL_INDV:CS202212150_1584	WMB 01584 - CS202212150_1584	1584 COAa-PAA-MEA Barhl2 Glut_7	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5542		CS202212150_1584		1584 COAa-PAA-MEA Barhl2 Glut_7		WMB 01584			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111584			
PCL_INDV:CS202212150_1585	WMB 01585 - CS202212150_1585	1585 COAa-PAA-MEA Barhl2 Glut_7	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5542		CS202212150_1585		1585 COAa-PAA-MEA Barhl2 Glut_7		WMB 01585			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111585			
PCL_INDV:CS202212150_1586	WMB 01586 - CS202212150_1586	1586 COAa-PAA-MEA Barhl2 Glut_7	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5542		CS202212150_1586		1586 COAa-PAA-MEA Barhl2 Glut_7		WMB 01586			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111586			
PCL_INDV:CS202212150_1587	WMB 01587 - CS202212150_1587	1587 COAa-PAA-MEA Barhl2 Glut_7	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5542		CS202212150_1587		1587 COAa-PAA-MEA Barhl2 Glut_7		WMB 01587			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111587			
PCL_INDV:CS202212150_1588	WMB 01588 - CS202212150_1588	1588 COAa-PAA-MEA Barhl2 Glut_7	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5542		CS202212150_1588		1588 COAa-PAA-MEA Barhl2 Glut_7		WMB 01588			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111588			
PCL_INDV:CS202212150_1589	WMB 01589 - CS202212150_1589	1589 COAa-PAA-MEA Barhl2 Glut_7	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5542		CS202212150_1589		1589 COAa-PAA-MEA Barhl2 Glut_7		WMB 01589			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111589			
PCL_INDV:CS202212150_1590	WMB 01590 - CS202212150_1590	1590 COAa-PAA-MEA Barhl2 Glut_8	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5543		CS202212150_1590		1590 COAa-PAA-MEA Barhl2 Glut_8		WMB 01590			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111590			
PCL_INDV:CS202212150_1591	WMB 01591 - CS202212150_1591	1591 COAa-PAA-MEA Barhl2 Glut_8	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5543		CS202212150_1591		1591 COAa-PAA-MEA Barhl2 Glut_8		WMB 01591			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111591			
PCL_INDV:CS202212150_1592	WMB 01592 - CS202212150_1592	1592 COAa-PAA-MEA Barhl2 Glut_8	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5543		CS202212150_1592		1592 COAa-PAA-MEA Barhl2 Glut_8		WMB 01592			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111592			
PCL_INDV:CS202212150_1593	WMB 01593 - CS202212150_1593	1593 COAa-PAA-MEA Barhl2 Glut_8	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5543		CS202212150_1593		1593 COAa-PAA-MEA Barhl2 Glut_8		WMB 01593			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111593			
PCL_INDV:CS202212150_1594	WMB 01594 - CS202212150_1594	1594 MS-SF Bsx Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5544		CS202212150_1594		1594 MS-SF Bsx Glut		WMB 01594			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111594			
PCL_INDV:CS202212150_1595	WMB 01595 - CS202212150_1595	1595 MS-SF Bsx Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202212150_5544		CS202212150_1595		1595 MS-SF Bsx Glut		WMB 01595			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111595			
