defined_class	prefLabel	Curated_synonyms	Classification	Classification_comment	Classification_pub	Expresses	Expresses_comment	Expresses_pub	Projection_type	Layers	Cross_species_text	Comment
http://purl.obolibrary.org/obo/PCL_0110780	0780 NDB-SI-MA-STRv Lhx8 Gaba_5											
http://purl.obolibrary.org/obo/PCL_0110781	0781 NDB-SI-MA-STRv Lhx8 Gaba_6											
http://purl.obolibrary.org/obo/PCL_0110782	0782 NDB-SI-MA-STRv Lhx8 Gaba_6											
http://purl.obolibrary.org/obo/PCL_0110783	0783 NDB-SI-MA-STRv Lhx8 Gaba_6											
http://purl.obolibrary.org/obo/PCL_0110784	0784 NDB-SI-MA-STRv Lhx8 Gaba_6											
http://purl.obolibrary.org/obo/PCL_0110785	0785 NDB-SI-MA-STRv Lhx8 Gaba_6											
http://purl.obolibrary.org/obo/PCL_0110786	0786 NDB-SI-MA-STRv Lhx8 Gaba_6											
http://purl.obolibrary.org/obo/PCL_0110787	0787 NDB-SI-MA-STRv Lhx8 Gaba_7											
http://purl.obolibrary.org/obo/PCL_0110788	0788 NDB-SI-MA-STRv Lhx8 Gaba_7											
http://purl.obolibrary.org/obo/PCL_0110789	0789 NDB-SI-MA-STRv Lhx8 Gaba_7											
http://purl.obolibrary.org/obo/PCL_0110790	0790 GPe Sox6 Cyp26b1 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110791	0791 GPe Sox6 Cyp26b1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110792	0792 GPe Sox6 Cyp26b1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110793	0793 GPe Sox6 Cyp26b1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110794	0794 GPe Sox6 Cyp26b1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110795	0795 PAL-STR Gaba-Chol_1											
http://purl.obolibrary.org/obo/PCL_0110796	0796 PAL-STR Gaba-Chol_1											
http://purl.obolibrary.org/obo/PCL_0110797	0797 PAL-STR Gaba-Chol_1											
http://purl.obolibrary.org/obo/PCL_0110798	0798 PAL-STR Gaba-Chol_1											
http://purl.obolibrary.org/obo/PCL_0110799	0799 PAL-STR Gaba-Chol_1											
http://purl.obolibrary.org/obo/PCL_0110800	0800 PAL-STR Gaba-Chol_1											
http://purl.obolibrary.org/obo/PCL_0110801	0801 PAL-STR Gaba-Chol_2											
http://purl.obolibrary.org/obo/PCL_0110802	0802 PAL-STR Gaba-Chol_2											
http://purl.obolibrary.org/obo/PCL_0110803	0803 PAL-STR Gaba-Chol_2											
http://purl.obolibrary.org/obo/PCL_0110804	0804 PAL-STR Gaba-Chol_2											
http://purl.obolibrary.org/obo/PCL_0110805	0805 PAL-STR Gaba-Chol_2											
http://purl.obolibrary.org/obo/PCL_0110806	0806 PAL-STR Gaba-Chol_3											
http://purl.obolibrary.org/obo/PCL_0110807	0807 PAL-STR Gaba-Chol_3											
http://purl.obolibrary.org/obo/PCL_0110808	0808 PAL-STR Gaba-Chol_3											
http://purl.obolibrary.org/obo/PCL_0110809	0809 PAL-STR Gaba-Chol_3											
http://purl.obolibrary.org/obo/PCL_0110810	0810 PAL-STR Gaba-Chol_3											
http://purl.obolibrary.org/obo/PCL_0110811	0811 OT D3 Folh1 Gaba											
http://purl.obolibrary.org/obo/PCL_0110812	0812 OT D3 Folh1 Gaba											
http://purl.obolibrary.org/obo/PCL_0110813	0813 MSN D1 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110814	0814 MSN D1 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110815	0815 MSN D1 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110816	0816 MSN D1 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110817	0817 MSN D1 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110818	0818 MSN D1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110819	0819 MSN D1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110820	0820 MSN D1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110821	0821 MSN D1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110822	0822 MSN D1 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110823	0823 MSN D1 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110824	0824 MSN D1 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110825	0825 MSN D1 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110826	0826 MSN D1 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110827	0827 MSN D1 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110828	0828 MSN D1 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110829	0829 MSN D1 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110830	0830 MSN D1 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110831	0831 MSN D1 Gaba_5											
http://purl.obolibrary.org/obo/PCL_0110832	0832 MSN D1 Gaba_5											
http://purl.obolibrary.org/obo/PCL_0110833	0833 MSN D1 Gaba_5											
http://purl.obolibrary.org/obo/PCL_0110834	0834 MSN D1 Gaba_6											
http://purl.obolibrary.org/obo/PCL_0110835	0835 MSN D1 Gaba_6											
http://purl.obolibrary.org/obo/PCL_0110836	0836 MSN D1 Gaba_7											
http://purl.obolibrary.org/obo/PCL_0110837	0837 MSN D2 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110838	0838 MSN D2 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110839	0839 MSN D2 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110840	0840 MSN D2 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110841	0841 MSN D2 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110842	0842 MSN D2 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110843	0843 MSN D2 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110844	0844 MSN D2 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110845	0845 MSN D2 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110846	0846 MSN D2 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110847	0847 MSN D2 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110848	0848 MSN D2 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110849	0849 MSN D2 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110850	0850 MSN D2 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110851	0851 MSN D2 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110852	0852 MSN D2 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110853	0853 MSN D2 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110854	0854 MSN D2 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110855	0855 MSN D2 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110856	0856 MSN D2 Gaba_5											
http://purl.obolibrary.org/obo/PCL_0110857	0857 MSN D2 Gaba_5											
http://purl.obolibrary.org/obo/PCL_0110858	0858 MSN D2 Gaba_5											
http://purl.obolibrary.org/obo/PCL_0110859	0859 MSN D2 Gaba_6											
http://purl.obolibrary.org/obo/PCL_0110860	0860 MSN D2 Gaba_6											
http://purl.obolibrary.org/obo/PCL_0110861	0861 MSN D2 Gaba_6											
http://purl.obolibrary.org/obo/PCL_0110862	0862 MSN D1 Sema5a Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110863	0863 MSN D1 Sema5a Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110864	0864 MSN D1 Sema5a Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110865	0865 MSN D1 Sema5a Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110866	0866 MSN D1 Sema5a Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110867	0867 MSN D1 Sema5a Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110868	0868 MSN D1 Sema5a Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110869	0869 MSN D1 Sema5a Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110870	0870 MSN D1 Sema5a Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110871	0871 STR-PAL Chst9 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110872	0872 STR-PAL Chst9 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110873	0873 STR-PAL Chst9 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110874	0874 STR-PAL Chst9 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110875	0875 STR-PAL Chst9 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110876	0876 STR-PAL Chst9 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110877	0877 STR-PAL Chst9 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110878	0878 STR-PAL Chst9 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110879	0879 STR-PAL Chst9 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110880	0880 STR-PAL Chst9 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110881	0881 STR-PAL Chst9 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110882	0882 STR-PAL Chst9 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110883	0883 STR-PAL Chst9 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110884	0884 STR-PAL Chst9 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110885	0885 STR-PAL Chst9 Gaba_5											
http://purl.obolibrary.org/obo/PCL_0110886	0886 STR-PAL Chst9 Gaba_5											
http://purl.obolibrary.org/obo/PCL_0110887	0887 STR-PAL Chst9 Gaba_5											
http://purl.obolibrary.org/obo/PCL_0110888	0888 FS Mgp Gaba											
http://purl.obolibrary.org/obo/PCL_0110889	0889 FS Mgp Gaba											
http://purl.obolibrary.org/obo/PCL_0110890	0890 FS Mgp Gaba											
http://purl.obolibrary.org/obo/PCL_0110891	0891 FS Mgp Gaba											
http://purl.obolibrary.org/obo/PCL_0110892	0892 FS Mgp Gaba											
http://purl.obolibrary.org/obo/PCL_0110893	0893 FS Mgp Gaba											
http://purl.obolibrary.org/obo/PCL_0110894	0894 FS Mgp Gaba											
http://purl.obolibrary.org/obo/PCL_0110895	0895 FS Mgp Gaba											
http://purl.obolibrary.org/obo/PCL_0110896	0896 FS Mgp Gaba											
http://purl.obolibrary.org/obo/PCL_0110897	0897 FS Mgp Gaba											
http://purl.obolibrary.org/obo/PCL_0110898	0898 FS Mgp Gaba											
http://purl.obolibrary.org/obo/PCL_0110899	0899 FS Mgp Gaba											
http://purl.obolibrary.org/obo/PCL_0110900	0900 NDB-SI-ant Prdm12 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110901	0901 NDB-SI-ant Prdm12 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110902	0902 NDB-SI-ant Prdm12 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110903	0903 NDB-SI-ant Prdm12 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110904	0904 NDB-SI-ant Prdm12 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110905	0905 NDB-SI-ant Prdm12 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110906	0906 NDB-SI-ant Prdm12 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110907	0907 NDB-SI-ant Prdm12 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110908	0908 NDB-SI-ant Prdm12 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110909	0909 NDB-SI-ant Prdm12 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110910	0910 NDB-SI-ant Prdm12 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110911	0911 NDB-SI-ant Prdm12 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110912	0912 NDB-SI-ant Prdm12 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110913	0913 NDB-SI-ant Prdm12 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110914	0914 LSX Sall3 Pax6 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110915	0915 LSX Sall3 Pax6 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110916	0916 LSX Sall3 Pax6 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110917	0917 LSX Sall3 Pax6 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110918	0918 LSX Sall3 Pax6 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110919	0919 LSX Sall3 Pax6 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110920	0920 LSX Sall3 Pax6 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110921	0921 LSX Sall3 Pax6 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110922	0922 LSX Sall3 Pax6 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110923	0923 LSX Otx2 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110924	0924 LSX Otx2 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110925	0925 LSX Otx2 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110926	0926 LSX Otx2 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110927	0927 LSX Otx2 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110928	0928 LSX Otx2 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110929	0929 LSX Otx2 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110930	0930 LSX Otx2 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110931	0931 LSX Otx2 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110932	0932 LSX Otx2 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110933	0933 LSX Otx2 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110934	0934 LSX Otx2 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110935	0935 LSX Otx2 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110936	0936 LSX Otx2 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110937	0937 LSX Otx2 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110938	0938 LSX Otx2 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110939	0939 LSX Otx2 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110940	0940 LSX Otx2 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110941	0941 LSX Otx2 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110942	0942 LSX Otx2 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110943	0943 LSX Otx2 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110944	0944 LSX Otx2 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110945	0945 LSX Nkx2-1 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110946	0946 LSX Nkx2-1 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110947	0947 LSX Nkx2-1 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110948	0948 LSX Nkx2-1 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110949	0949 LSX Nkx2-1 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110950	0950 LSX Nkx2-1 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110951	0951 LSX Nkx2-1 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110952	0952 LSX Nkx2-1 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110953	0953 LSX Nkx2-1 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110954	0954 LSX Nkx2-1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110955	0955 LSX Nkx2-1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110956	0956 LSX Nkx2-1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110957	0957 LSX Nkx2-1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110958	0958 LSX Nkx2-1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110959	0959 LSX Nkx2-1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110960	0960 LSX Nkx2-1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110961	0961 LSX Nkx2-1 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110962	0962 LSX Nkx2-1 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110963	0963 LSX Nkx2-1 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110964	0964 LSX Nkx2-1 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110965	0965 LSX Nkx2-1 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110966	0966 LSX Nkx2-1 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110967	0967 LSX Nkx2-1 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110968	0968 LSX Nkx2-1 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110969	0969 LSX Nkx2-1 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110970	0970 LSX Nkx2-1 Gaba_5											
http://purl.obolibrary.org/obo/PCL_0110971	0971 LSX Nkx2-1 Gaba_5											
http://purl.obolibrary.org/obo/PCL_0110972	0972 LSX Nkx2-1 Gaba_5											
http://purl.obolibrary.org/obo/PCL_0110973	0973 LSX Nkx2-1 Gaba_5											
http://purl.obolibrary.org/obo/PCL_0110974	0974 LSX Nkx2-1 Gaba_6											
http://purl.obolibrary.org/obo/PCL_0110975	0975 LSX Nkx2-1 Gaba_6											
http://purl.obolibrary.org/obo/PCL_0110976	0976 LSX Nkx2-1 Gaba_6											
http://purl.obolibrary.org/obo/PCL_0110977	0977 LSX Nkx2-1 Gaba_6											
http://purl.obolibrary.org/obo/PCL_0110978	0978 LSX Nkx2-1 Gaba_7											
http://purl.obolibrary.org/obo/PCL_0110979	0979 LSX Nkx2-1 Gaba_7											
http://purl.obolibrary.org/obo/PCL_0110980	0980 LSX Nkx2-1 Gaba_7											
http://purl.obolibrary.org/obo/PCL_0110981	0981 LSX Nkx2-1 Gaba_8											
http://purl.obolibrary.org/obo/PCL_0110982	0982 LSX Nkx2-1 Gaba_8											
http://purl.obolibrary.org/obo/PCL_0110983	0983 LSX Nkx2-1 Gaba_8											
http://purl.obolibrary.org/obo/PCL_0110984	0984 LSX Prdm12 ve Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110985	0985 LSX Prdm12 ve Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110986	0986 LSX Prdm12 ve Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110987	0987 LSX Prdm12 ve Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110988	0988 LSX Prdm12 ve Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110989	0989 LSX Prdm12 ve Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110990	0990 LSX Prdm12 ve Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110991	0991 LSX Prdm12 ve Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110992	0992 LSX Prdm12 ve Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110993	0993 LSX Prdm12 ve Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110994	0994 LSX Prdm12 ve Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110995	0995 LSX Prdm12 ve Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110996	0996 LSX Prdm12 ve Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110997	0997 LSX Prdm12 ve Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110998	0998 LSX Prdm12 ve Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110999	0999 LSX Prdm12 ve Gaba_2											
http://purl.obolibrary.org/obo/PCL_0111000	1000 LSX Prdm12 ve Gaba_2											
http://purl.obolibrary.org/obo/PCL_0111001	1001 LSX Prdm12 ve Gaba_3											
http://purl.obolibrary.org/obo/PCL_0111002	1002 LSX Prdm12 ve Gaba_3											
http://purl.obolibrary.org/obo/PCL_0111003	1003 LSX Prdm12 ve Gaba_3											
http://purl.obolibrary.org/obo/PCL_0111004	1004 LSX Prdm12 ve Gaba_3											
http://purl.obolibrary.org/obo/PCL_0111005	1005 LSX Prdm12 ve Gaba_3											
http://purl.obolibrary.org/obo/PCL_0111006	1006 LSX Prdm12 ve Gaba_4											
http://purl.obolibrary.org/obo/PCL_0111007	1007 LSX Prdm12 ve Gaba_4											
http://purl.obolibrary.org/obo/PCL_0111008	1008 LSX Prdm12 ve Gaba_4											
http://purl.obolibrary.org/obo/PCL_0111009	1009 LSX Prdm12 ve Gaba_4											
http://purl.obolibrary.org/obo/PCL_0111010	1010 LSX Prdm12 ve Gaba_4											
http://purl.obolibrary.org/obo/PCL_0111011	1011 LSX Prdm12 ve Gaba_5											
http://purl.obolibrary.org/obo/PCL_0111012	1012 LSX Prdm12 ve Gaba_5											
http://purl.obolibrary.org/obo/PCL_0111013	1013 LSX Prdm12 ve Gaba_5											
http://purl.obolibrary.org/obo/PCL_0111014	1014 LSX Prdm12 ve Gaba_5											
http://purl.obolibrary.org/obo/PCL_0111015	1015 LSX Prdm12 ve Gaba_5											
http://purl.obolibrary.org/obo/PCL_0111016	1016 LSX Prdm12 ve Gaba_6											
http://purl.obolibrary.org/obo/PCL_0111017	1017 LSX Prdm12 ve Gaba_6											
http://purl.obolibrary.org/obo/PCL_0111018	1018 LSX Prdm12 ve Gaba_6											
http://purl.obolibrary.org/obo/PCL_0111019	1019 LSX Prdm12 ve Gaba_7											
http://purl.obolibrary.org/obo/PCL_0111020	1020 LSX Prdm12 ve Gaba_7											
http://purl.obolibrary.org/obo/PCL_0111021	1021 LSX Prdm12 ve Gaba_7											
http://purl.obolibrary.org/obo/PCL_0111022	1022 LSX Prdm12 ve Gaba_7											
http://purl.obolibrary.org/obo/PCL_0111023	1023 LSX Prdm12 ve Gaba_7											
http://purl.obolibrary.org/obo/PCL_0111024	1024 LSX Prdm12 ve Gaba_7											
http://purl.obolibrary.org/obo/PCL_0111025	1025 LSX Prdm12 do Gaba_1											
http://purl.obolibrary.org/obo/PCL_0111026	1026 LSX Prdm12 do Gaba_1											
http://purl.obolibrary.org/obo/PCL_0111027	1027 LSX Prdm12 do Gaba_1											
http://purl.obolibrary.org/obo/PCL_0111028	1028 LSX Prdm12 do Gaba_1											
http://purl.obolibrary.org/obo/PCL_0111029	1029 LSX Prdm12 do Gaba_1											
http://purl.obolibrary.org/obo/PCL_0111030	1030 LSX Prdm12 do Gaba_1											
http://purl.obolibrary.org/obo/PCL_0111031	1031 LSX Prdm12 do Gaba_2											
http://purl.obolibrary.org/obo/PCL_0111032	1032 LSX Prdm12 do Gaba_2											
http://purl.obolibrary.org/obo/PCL_0111033	1033 LSX Prdm12 do Gaba_2											
http://purl.obolibrary.org/obo/PCL_0111034	1034 LSX Prdm12 do Gaba_2											
http://purl.obolibrary.org/obo/PCL_0111035	1035 LSX Prdm12 do Gaba_2											
http://purl.obolibrary.org/obo/PCL_0111036	1036 LSX Prdm12 do Gaba_3											
http://purl.obolibrary.org/obo/PCL_0111037	1037 LSX Prdm12 do Gaba_3											
http://purl.obolibrary.org/obo/PCL_0111038	1038 LSX Prdm12 do Gaba_3											
http://purl.obolibrary.org/obo/PCL_0111039	1039 LSX Prdm12 do Gaba_3											
http://purl.obolibrary.org/obo/PCL_0111040	1040 LSX Prdm12 do Gaba_3											
http://purl.obolibrary.org/obo/PCL_0111041	1041 LSX Prdm12 do Gaba_4											
http://purl.obolibrary.org/obo/PCL_0111042	1042 LSX Prdm12 do Gaba_4											
http://purl.obolibrary.org/obo/PCL_0111043	1043 LSX Prdm12 do Gaba_4											
http://purl.obolibrary.org/obo/PCL_0111044	1044 LSX Prdm12 do Gaba_5											
http://purl.obolibrary.org/obo/PCL_0111045	1045 LSX Prdm12 do Gaba_5											
http://purl.obolibrary.org/obo/PCL_0111046	1046 LSX Prdm12 do Gaba_6											
http://purl.obolibrary.org/obo/PCL_0111047	1047 LSX Prdm12 do Gaba_6											
http://purl.obolibrary.org/obo/PCL_0111048	1048 LSX Sall3 Lmo1 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0111049	1049 LSX Sall3 Lmo1 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0111050	1050 LSX Sall3 Lmo1 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0111051	1051 LSX Sall3 Lmo1 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0111052	1052 LSX Sall3 Lmo1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0111053	1053 LSX Sall3 Lmo1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0111054	1054 LSX Sall3 Lmo1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0111055	1055 LSX Sall3 Lmo1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0111056	1056 LSX Sall3 Lmo1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0111057	1057 LSX Sall3 Lmo1 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0111058	1058 LSX Sall3 Lmo1 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0111059	1059 LSX Sall3 Lmo1 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0111060	1060 MH Tac2 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111061	1061 MH Tac2 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111062	1062 MH Tac2 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111063	1063 MH Tac2 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111064	1064 MH Tac2 Glut_2											
http://purl.obolibrary.org/obo/PCL_0111065	1065 MH Tac2 Glut_2											
http://purl.obolibrary.org/obo/PCL_0111066	1066 MH Tac2 Glut_2											
http://purl.obolibrary.org/obo/PCL_0111067	1067 MH Tac2 Glut_2											
http://purl.obolibrary.org/obo/PCL_0111068	1068 MH Tac2 Glut_2											
http://purl.obolibrary.org/obo/PCL_0111069	1069 MH Tac2 Glut_3											
http://purl.obolibrary.org/obo/PCL_0111070	1070 MH Tac2 Glut_3											
http://purl.obolibrary.org/obo/PCL_0111071	1071 MH Tac2 Glut_3											
http://purl.obolibrary.org/obo/PCL_0111072	1072 MH Tac2 Glut_3											
http://purl.obolibrary.org/obo/PCL_0111073	1073 MH Tac2 Glut_3											
http://purl.obolibrary.org/obo/PCL_0111074	1074 MH Tac2 Glut_3											
http://purl.obolibrary.org/obo/PCL_0111075	1075 MH Tac2 Glut_3											
http://purl.obolibrary.org/obo/PCL_0111076	1076 MH Tac2 Glut_4											
http://purl.obolibrary.org/obo/PCL_0111077	1077 MH Tac2 Glut_4											
http://purl.obolibrary.org/obo/PCL_0111078	1078 MH Tac2 Glut_5											
http://purl.obolibrary.org/obo/PCL_0111079	1079 MH Tac2 Glut_5											
http://purl.obolibrary.org/obo/PCL_0111080	1080 MH Tac2 Glut_5											
http://purl.obolibrary.org/obo/PCL_0111081	1081 LH Pou4f1 Sox1 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111082	1082 LH Pou4f1 Sox1 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111083	1083 LH Pou4f1 Sox1 Glut_2											
http://purl.obolibrary.org/obo/PCL_0111084	1084 LH Pou4f1 Sox1 Glut_2											
http://purl.obolibrary.org/obo/PCL_0111085	1085 LH Pou4f1 Sox1 Glut_2											
http://purl.obolibrary.org/obo/PCL_0111086	1086 LH Pou4f1 Sox1 Glut_2											
http://purl.obolibrary.org/obo/PCL_0111087	1087 LH Pou4f1 Sox1 Glut_2											
http://purl.obolibrary.org/obo/PCL_0111088	1088 LH Pou4f1 Sox1 Glut_3											
